studentID,name,birthDate,address,schoolCode,"P5_subject_scores (Chi,Eng,Math,GS,VA,Music,PE)","P6_subject_scores (Chi,Eng,Math,GS,VA,Music,PE)",applicationID,choicePartB (Top 3 Choices)
KT2025070,Daniel Smith,02/24/2013,18 Kowloon Bay,KTPS011,"37,22,55,63,3,10,12","9,78,45,2,25,85,28",APP2025070,"KTSS001,KTSS006,KTSS011,KTSS018,KTSS016,KTSS002,KTSS013,KTSS009,KTSS019,KTSS015,KTSS014,KTSS007,KTSS017,KTSS010,KTSS004,KTSS020,KTSS005,KTSS008,KTSS003,KTSS012"
KT2025071,Daniel Thomas,08/10/2013,36 Tsui Ping Rd,KTPS018,"56,50,8,74,50,64,56","56,36,86,37,9,83,100",APP2025071,"KTSS004,KTSS015,KTSS002,KTSS019,KTSS006,KTSS012,KTSS011,KTSS007,KTSS010,KTSS005,KTSS017,KTSS016,KTSS014,KTSS020,KTSS009,KTSS018,KTSS008,KTSS001,KTSS013,KTSS003"
KT2025072,Olivia Moore,08/29/2013,99 Sau Mau Ping,KTPS009,"6,43,30,80,86,45,11","10,90,59,67,7,97,55",APP2025072,"KTSS008,KTSS006,KTSS012,KTSS010,KTSS013,KTSS011,KTSS014,KTSS007,KTSS002,KTSS001,KTSS020,KTSS003,KTSS005,KTSS018,KTSS016,KTSS017,KTSS019,KTSS009,KTSS015,KTSS004"
KT2025073,Alexander Martinez,12/15/2013,51 Tsui Ping Rd,KTPS002,"74,75,67,25,94,63,54","54,99,79,28,30,65,10",APP2025073,"KTSS004,KTSS017,KTSS006,KTSS011,KTSS012,KTSS010,KTSS007,KTSS018,KTSS008,KTSS001,KTSS016,KTSS014,KTSS020,KTSS002,KTSS013,KTSS019,KTSS015,KTSS009,KTSS005,KTSS003"
KT2025074,Daniel Garcia,12/04/2013,25 Sau Mau Ping,KTPS018,"33,25,43,36,15,85,71","60,36,17,19,16,2,3",APP2025074,"KTSS004,KTSS019,KTSS002,KTSS016,KTSS011,KTSS013,KTSS008,KTSS014,KTSS005,KTSS009,KTSS012,KTSS007,KTSS017,KTSS018,KTSS003,KTSS015,KTSS020,KTSS006,KTSS010,KTSS001"
KT2025075,Amelia Martin,09/07/2013,50 Ngau Tau Kok Rd,KTPS003,"76,84,39,93,96,58,47","40,44,8,51,22,57,5",APP2025075,"KTSS017,KTSS006,KTSS003,KTSS004,KTSS020,KTSS015,KTSS009,KTSS012,KTSS002,KTSS011,KTSS001,KTSS005,KTSS007,KTSS014,KTSS018,KTSS019,KTSS013,KTSS016,KTSS008,KTSS010"
KT2025076,Emily Anderson,10/06/2013,63 Kowloon Bay,KTPS015,"77,72,47,89,73,16,51","45,44,28,15,65,8,11",APP2025076,"KTSS011,KTSS020,KTSS012,KTSS014,KTSS005,KTSS010,KTSS016,KTSS003,KTSS004,KTSS009,KTSS001,KTSS019,KTSS006,KTSS008,KTSS007,KTSS002,KTSS013,KTSS015,KTSS018,KTSS017"
KT2025077,Olivia Williams,02/15/2013,39 Hoi Yuen Road,KTPS018,"23,38,7,82,3,1,34","98,67,22,71,36,32,54",APP2025077,"KTSS003,KTSS010,KTSS005,KTSS001,KTSS009,KTSS008,KTSS013,KTSS018,KTSS016,KTSS020,KTSS002,KTSS011,KTSS012,KTSS019,KTSS006,KTSS015,KTSS007,KTSS014,KTSS017,KTSS004"
KT2025078,Harper Garcia,12/18/2013,78 Yau Tong Bay,KTPS006,"44,47,58,53,20,61,43","90,20,37,97,22,93,36",APP2025078,"KTSS016,KTSS007,KTSS004,KTSS017,KTSS018,KTSS015,KTSS002,KTSS001,KTSS020,KTSS010,KTSS008,KTSS005,KTSS013,KTSS003,KTSS011,KTSS009,KTSS014,KTSS006,KTSS019,KTSS012"
KT2025079,Amelia Wilson,10/02/2013,85 Kowloon Bay,KTPS016,"77,60,94,14,98,6,93","51,29,48,79,3,68,1",APP2025079,"KTSS001,KTSS014,KTSS013,KTSS017,KTSS018,KTSS020,KTSS003,KTSS010,KTSS009,KTSS006,KTSS005,KTSS012,KTSS015,KTSS011,KTSS008,KTSS004,KTSS016,KTSS007,KTSS002,KTSS019"
KT2025080,Olivia Anderson,05/09/2013,69 Yau Tong Bay,KTPS020,"66,60,23,87,63,64,45","78,79,39,67,16,37,56",APP2025080,"KTSS011,KTSS015,KTSS018,KTSS002,KTSS013,KTSS007,KTSS012,KTSS005,KTSS010,KTSS004,KTSS014,KTSS001,KTSS009,KTSS017,KTSS003,KTSS008,KTSS020,KTSS019,KTSS016,KTSS006"
KT2025081,Charlotte Smith,02/07/2013,34 Lei Yue Mun,KTPS018,"26,31,49,25,23,9,82","86,36,92,98,25,88,67",APP2025081,"KTSS004,KTSS016,KTSS001,KTSS013,KTSS017,KTSS020,KTSS015,KTSS006,KTSS011,KTSS003,KTSS012,KTSS005,KTSS019,KTSS009,KTSS010,KTSS008,KTSS014,KTSS007,KTSS002,KTSS018"
KT2025082,Alexander Garcia,01/17/2013,8 Sau Mau Ping,KTPS007,"20,58,33,89,27,34,89","98,39,17,38,18,65,52",APP2025082,"KTSS012,KTSS004,KTSS011,KTSS016,KTSS001,KTSS005,KTSS008,KTSS006,KTSS010,KTSS017,KTSS009,KTSS007,KTSS014,KTSS019,KTSS002,KTSS003,KTSS020,KTSS018,KTSS013,KTSS015"
KT2025083,Charlotte Wilson,05/08/2013,79 Lam Tin Road,KTPS019,"28,57,11,91,63,57,25","1,96,35,68,53,12,87",APP2025083,"KTSS010,KTSS009,KTSS018,KTSS008,KTSS003,KTSS002,KTSS013,KTSS005,KTSS004,KTSS019,KTSS012,KTSS014,KTSS006,KTSS016,KTSS017,KTSS020,KTSS007,KTSS001,KTSS015,KTSS011"
KT2025084,Matthew Garcia,01/24/2013,24 Tsui Ping Rd,KTPS003,"54,37,94,25,10,40,54","87,15,53,58,23,17,0",APP2025084,"KTSS007,KTSS015,KTSS018,KTSS016,KTSS005,KTSS019,KTSS004,KTSS013,KTSS020,KTSS014,KTSS010,KTSS017,KTSS012,KTSS001,KTSS011,KTSS009,KTSS002,KTSS006,KTSS003,KTSS008"
KT2025085,Mary Brown,05/11/2013,83 Hoi Yuen Road,KTPS006,"62,72,0,59,37,87,58","43,89,36,1,76,44,93",APP2025085,"KTSS013,KTSS010,KTSS002,KTSS019,KTSS012,KTSS015,KTSS008,KTSS001,KTSS017,KTSS003,KTSS014,KTSS016,KTSS005,KTSS011,KTSS007,KTSS020,KTSS006,KTSS009,KTSS004,KTSS018"
KT2025086,Sarah Garcia,06/03/2013,42 Tsui Ping Rd,KTPS015,"86,23,24,52,67,32,31","92,34,39,16,49,46,85",APP2025086,"KTSS010,KTSS016,KTSS003,KTSS020,KTSS013,KTSS019,KTSS005,KTSS015,KTSS012,KTSS009,KTSS002,KTSS008,KTSS017,KTSS006,KTSS007,KTSS014,KTSS011,KTSS001,KTSS018,KTSS004"
KT2025087,Sophia Anderson,06/09/2013,62 Hoi Yuen Road,KTPS011,"73,20,52,9,56,35,45","85,1,81,63,94,27,26",APP2025087,"KTSS016,KTSS009,KTSS010,KTSS014,KTSS005,KTSS019,KTSS012,KTSS008,KTSS017,KTSS007,KTSS001,KTSS018,KTSS004,KTSS013,KTSS006,KTSS003,KTSS015,KTSS011,KTSS020,KTSS002"
KT2025088,James Hernandez,12/31/2013,79 Hoi Yuen Road,KTPS005,"53,56,44,59,82,54,3","7,67,45,81,26,26,87",APP2025088,"KTSS017,KTSS016,KTSS019,KTSS001,KTSS020,KTSS010,KTSS007,KTSS014,KTSS015,KTSS005,KTSS004,KTSS002,KTSS013,KTSS008,KTSS006,KTSS012,KTSS011,KTSS003,KTSS009,KTSS018"
KT2025089,Emily Martin,03/16/2013,80 Lam Tin Road,KTPS005,"89,12,90,39,69,85,5","17,11,89,89,59,29,7",APP2025089,"KTSS003,KTSS002,KTSS020,KTSS006,KTSS010,KTSS015,KTSS012,KTSS019,KTSS001,KTSS016,KTSS007,KTSS013,KTSS009,KTSS004,KTSS008,KTSS018,KTSS005,KTSS014,KTSS011,KTSS017"
KT2025090,Sophia Jackson,04/15/2013,32 Sau Mau Ping,KTPS007,"49,60,2,49,32,47,99","91,82,40,16,71,88,12",APP2025090,"KTSS006,KTSS005,KTSS008,KTSS017,KTSS018,KTSS019,KTSS015,KTSS004,KTSS014,KTSS016,KTSS002,KTSS013,KTSS011,KTSS003,KTSS012,KTSS001,KTSS009,KTSS007,KTSS010,KTSS020"
KT2025091,Sophia Gonzalez,12/31/2013,81 Lam Tin Road,KTPS008,"85,32,20,47,99,100,22","12,78,7,70,75,83,28",APP2025091,"KTSS017,KTSS005,KTSS013,KTSS011,KTSS006,KTSS010,KTSS020,KTSS003,KTSS002,KTSS007,KTSS016,KTSS012,KTSS014,KTSS019,KTSS009,KTSS008,KTSS004,KTSS015,KTSS018,KTSS001"
KT2025092,Charlotte Hernandez,02/15/2013,93 Tsui Ping Rd,KTPS009,"89,21,77,98,88,54,53","54,56,46,33,69,68,2",APP2025092,"KTSS018,KTSS008,KTSS009,KTSS012,KTSS006,KTSS020,KTSS015,KTSS005,KTSS013,KTSS017,KTSS003,KTSS016,KTSS014,KTSS010,KTSS001,KTSS011,KTSS019,KTSS004,KTSS007,KTSS002"
KT2025093,Ethan Thomas,03/02/2013,11 Lei Yue Mun,KTPS013,"43,86,92,61,42,59,97","2,42,46,0,5,17,83",APP2025093,"KTSS010,KTSS012,KTSS006,KTSS005,KTSS014,KTSS009,KTSS001,KTSS017,KTSS003,KTSS008,KTSS020,KTSS004,KTSS019,KTSS007,KTSS002,KTSS011,KTSS018,KTSS015,KTSS013,KTSS016"
KT2025094,Emily Lopez,06/17/2013,96 Hoi Yuen Road,KTPS005,"23,6,62,58,52,75,86","18,86,59,31,76,55,91",APP2025094,"KTSS013,KTSS002,KTSS008,KTSS001,KTSS014,KTSS004,KTSS003,KTSS018,KTSS007,KTSS011,KTSS015,KTSS016,KTSS012,KTSS019,KTSS017,KTSS020,KTSS006,KTSS009,KTSS005,KTSS010"
KT2025095,James Johnson,04/16/2013,82 Kowloon Bay,KTPS016,"35,8,93,66,94,26,90","96,80,78,85,90,85,38",APP2025095,"KTSS002,KTSS017,KTSS001,KTSS019,KTSS006,KTSS004,KTSS011,KTSS009,KTSS018,KTSS012,KTSS007,KTSS016,KTSS005,KTSS014,KTSS020,KTSS013,KTSS003,KTSS010,KTSS015,KTSS008"
KT2025096,John Hernandez,07/06/2013,79 Kowloon Bay,KTPS007,"8,45,6,95,48,43,84","59,52,10,65,91,6,8",APP2025096,"KTSS005,KTSS013,KTSS009,KTSS015,KTSS012,KTSS002,KTSS018,KTSS020,KTSS003,KTSS016,KTSS011,KTSS019,KTSS008,KTSS014,KTSS007,KTSS017,KTSS010,KTSS004,KTSS006,KTSS001"
KT2025097,Ethan Garcia,08/14/2013,54 Kwun Tong Bypass,KTPS018,"8,34,63,82,99,38,81","24,1,25,68,73,30,100",APP2025097,"KTSS016,KTSS013,KTSS004,KTSS017,KTSS020,KTSS014,KTSS006,KTSS005,KTSS008,KTSS003,KTSS001,KTSS002,KTSS015,KTSS018,KTSS011,KTSS009,KTSS007,KTSS019,KTSS010,KTSS012"
KT2025098,David Smith,06/13/2013,67 Tsui Ping Rd,KTPS008,"57,29,0,14,62,59,55","73,82,56,30,87,81,2",APP2025098,"KTSS009,KTSS017,KTSS014,KTSS013,KTSS018,KTSS008,KTSS019,KTSS004,KTSS007,KTSS001,KTSS016,KTSS002,KTSS003,KTSS020,KTSS011,KTSS005,KTSS010,KTSS015,KTSS012,KTSS006"
KT2025099,Mary Williams,04/11/2013,14 Kwun Tong Bypass,KTPS020,"52,39,93,75,42,10,90","11,90,92,71,30,1,22",APP2025099,"KTSS003,KTSS010,KTSS013,KTSS017,KTSS007,KTSS018,KTSS019,KTSS002,KTSS009,KTSS001,KTSS011,KTSS005,KTSS014,KTSS006,KTSS015,KTSS016,KTSS004,KTSS020,KTSS012,KTSS008"
KT2025100,James Martinez,07/05/2013,9 Hoi Yuen Road,KTPS019,"85,59,84,41,86,23,35","87,28,83,27,15,49,59",APP2025100,"KTSS014,KTSS019,KTSS004,KTSS012,KTSS008,KTSS006,KTSS009,KTSS015,KTSS003,KTSS013,KTSS002,KTSS018,KTSS007,KTSS001,KTSS020,KTSS017,KTSS010,KTSS011,KTSS005,KTSS016"
KT2025101,James Lopez,11/11/2013,37 Sau Mau Ping,KTPS014,"6,30,97,59,9,60,75","46,23,32,16,92,5,100",APP2025101,"KTSS005,KTSS018,KTSS016,KTSS002,KTSS020,KTSS004,KTSS011,KTSS009,KTSS006,KTSS015,KTSS019,KTSS003,KTSS007,KTSS010,KTSS001,KTSS017,KTSS013,KTSS012,KTSS008,KTSS014"
KT2025102,Sarah Anderson,10/27/2013,71 Lam Tin Road,KTPS003,"7,61,52,2,55,54,56","92,42,84,41,66,3,21",APP2025102,"KTSS002,KTSS004,KTSS014,KTSS012,KTSS019,KTSS001,KTSS016,KTSS013,KTSS017,KTSS010,KTSS005,KTSS018,KTSS008,KTSS020,KTSS007,KTSS006,KTSS003,KTSS011,KTSS009,KTSS015"
KT2025103,Matthew Smith,10/07/2013,99 Tsui Ping Rd,KTPS003,"45,48,93,87,89,79,29","72,34,42,23,8,39,15",APP2025103,"KTSS012,KTSS009,KTSS016,KTSS010,KTSS018,KTSS013,KTSS020,KTSS011,KTSS014,KTSS007,KTSS015,KTSS003,KTSS001,KTSS005,KTSS004,KTSS017,KTSS006,KTSS002,KTSS008,KTSS019"
KT2025104,John Hernandez,06/29/2013,8 Lei Yue Mun,KTPS011,"99,70,48,97,18,48,74","27,79,15,4,0,50,7",APP2025104,"KTSS014,KTSS015,KTSS007,KTSS020,KTSS002,KTSS012,KTSS008,KTSS003,KTSS013,KTSS010,KTSS017,KTSS005,KTSS009,KTSS018,KTSS011,KTSS019,KTSS016,KTSS001,KTSS006,KTSS004"
KT2025105,Benjamin Thomas,07/04/2013,87 Hoi Yuen Road,KTPS008,"77,85,36,58,36,82,16","52,42,63,91,20,72,86",APP2025105,"KTSS016,KTSS008,KTSS017,KTSS003,KTSS004,KTSS007,KTSS014,KTSS011,KTSS020,KTSS006,KTSS001,KTSS010,KTSS019,KTSS013,KTSS018,KTSS015,KTSS012,KTSS009,KTSS002,KTSS005"
KT2025106,Sarah Rodriguez,08/05/2013,3 Hoi Yuen Road,KTPS006,"75,34,32,29,94,79,50","10,14,92,54,21,87,82",APP2025106,"KTSS012,KTSS013,KTSS016,KTSS003,KTSS011,KTSS005,KTSS020,KTSS009,KTSS001,KTSS017,KTSS019,KTSS014,KTSS002,KTSS015,KTSS018,KTSS007,KTSS004,KTSS010,KTSS006,KTSS008"
KT2025107,Charlotte Gonzalez,05/29/2013,81 Kwun Tong Bypass,KTPS002,"69,46,4,73,43,58,51","58,25,28,39,93,50,11",APP2025107,"KTSS011,KTSS005,KTSS013,KTSS017,KTSS004,KTSS001,KTSS010,KTSS012,KTSS002,KTSS006,KTSS015,KTSS008,KTSS007,KTSS014,KTSS020,KTSS009,KTSS019,KTSS016,KTSS018,KTSS003"
KT2025108,John Williams,04/20/2013,73 Kwun Tong Bypass,KTPS012,"97,90,17,39,33,21,11","94,73,22,7,55,13,9",APP2025108,"KTSS008,KTSS019,KTSS013,KTSS016,KTSS006,KTSS001,KTSS010,KTSS003,KTSS004,KTSS005,KTSS011,KTSS014,KTSS015,KTSS002,KTSS020,KTSS009,KTSS007,KTSS012,KTSS017,KTSS018"
KT2025109,David Anderson,06/21/2013,32 Ngau Tau Kok Rd,KTPS012,"14,60,58,83,19,84,36","51,37,39,56,78,85,99",APP2025109,"KTSS013,KTSS002,KTSS012,KTSS016,KTSS003,KTSS015,KTSS005,KTSS009,KTSS018,KTSS020,KTSS001,KTSS008,KTSS014,KTSS010,KTSS006,KTSS004,KTSS017,KTSS011,KTSS019,KTSS007"
KT2025110,Mary Williams,05/19/2013,10 Kowloon Bay,KTPS013,"93,12,28,80,34,45,93","23,25,0,13,76,43,56",APP2025110,"KTSS013,KTSS011,KTSS010,KTSS003,KTSS016,KTSS004,KTSS007,KTSS014,KTSS006,KTSS005,KTSS015,KTSS017,KTSS002,KTSS009,KTSS019,KTSS008,KTSS012,KTSS020,KTSS018,KTSS001"
KT2025111,Benjamin Johnson,12/22/2013,69 Yau Tong Bay,KTPS010,"87,82,50,61,32,46,83","21,23,62,88,5,6,62",APP2025111,"KTSS011,KTSS019,KTSS008,KTSS003,KTSS013,KTSS016,KTSS002,KTSS015,KTSS005,KTSS007,KTSS009,KTSS001,KTSS006,KTSS010,KTSS004,KTSS014,KTSS020,KTSS018,KTSS017,KTSS012"
KT2025112,James Martin,04/30/2013,68 Kwun Tong Rd,KTPS019,"58,30,83,65,54,2,68","20,21,5,57,70,50,16",APP2025112,"KTSS009,KTSS004,KTSS013,KTSS018,KTSS016,KTSS003,KTSS001,KTSS012,KTSS010,KTSS007,KTSS006,KTSS017,KTSS005,KTSS015,KTSS019,KTSS002,KTSS011,KTSS014,KTSS020,KTSS008"
KT2025113,Sophia Jones,06/19/2013,81 Kowloon Bay,KTPS001,"25,81,83,73,16,57,21","22,71,71,63,84,94,76",APP2025113,"KTSS001,KTSS016,KTSS008,KTSS013,KTSS003,KTSS009,KTSS012,KTSS004,KTSS007,KTSS019,KTSS018,KTSS017,KTSS015,KTSS006,KTSS010,KTSS005,KTSS002,KTSS011,KTSS020,KTSS014"
KT2025114,James Rodriguez,02/03/2013,19 Sau Mau Ping,KTPS003,"14,6,84,48,2,20,43","50,42,68,89,53,98,30",APP2025114,"KTSS016,KTSS002,KTSS006,KTSS001,KTSS014,KTSS005,KTSS012,KTSS017,KTSS004,KTSS018,KTSS020,KTSS010,KTSS003,KTSS009,KTSS019,KTSS007,KTSS013,KTSS011,KTSS015,KTSS008"
KT2025115,Alexander Hernandez,03/18/2013,18 Kowloon Bay,KTPS004,"71,78,61,56,17,58,38","83,70,51,96,88,53,6",APP2025115,"KTSS004,KTSS015,KTSS016,KTSS008,KTSS011,KTSS009,KTSS019,KTSS017,KTSS018,KTSS005,KTSS012,KTSS014,KTSS013,KTSS007,KTSS010,KTSS001,KTSS002,KTSS006,KTSS020,KTSS003"
KT2025116,Benjamin Gonzalez,05/21/2013,22 Lei Yue Mun,KTPS018,"53,37,80,5,29,66,27","95,8,60,73,76,76,23",APP2025116,"KTSS013,KTSS012,KTSS020,KTSS003,KTSS008,KTSS011,KTSS014,KTSS005,KTSS019,KTSS010,KTSS002,KTSS018,KTSS006,KTSS015,KTSS016,KTSS007,KTSS004,KTSS009,KTSS017,KTSS001"
KT2025117,Mary Garcia,09/09/2013,5 Kwun Tong Rd,KTPS011,"19,69,32,40,91,49,17","44,61,25,45,78,41,21",APP2025117,"KTSS011,KTSS003,KTSS017,KTSS009,KTSS020,KTSS015,KTSS016,KTSS018,KTSS001,KTSS012,KTSS019,KTSS010,KTSS014,KTSS002,KTSS007,KTSS004,KTSS005,KTSS013,KTSS006,KTSS008"
KT2025118,Sophia Rodriguez,01/13/2013,26 Kowloon Bay,KTPS001,"67,61,19,59,30,88,84","38,90,61,70,67,0,50",APP2025118,"KTSS016,KTSS017,KTSS010,KTSS020,KTSS015,KTSS009,KTSS013,KTSS008,KTSS018,KTSS002,KTSS007,KTSS005,KTSS001,KTSS012,KTSS006,KTSS004,KTSS014,KTSS003,KTSS011,KTSS019"
KT2025119,Emily Martinez,09/03/2013,90 Hoi Yuen Road,KTPS001,"22,23,45,91,75,75,74","55,44,14,60,34,5,40",APP2025119,"KTSS003,KTSS017,KTSS004,KTSS011,KTSS018,KTSS019,KTSS013,KTSS005,KTSS020,KTSS014,KTSS001,KTSS002,KTSS012,KTSS015,KTSS007,KTSS009,KTSS006,KTSS008,KTSS016,KTSS010"
KT2025120,Michael Smith,06/13/2013,55 Kwun Tong Rd,KTPS016,"48,26,92,38,14,7,99","37,85,26,57,79,31,57",APP2025120,"KTSS009,KTSS004,KTSS010,KTSS003,KTSS005,KTSS015,KTSS007,KTSS014,KTSS012,KTSS002,KTSS020,KTSS006,KTSS011,KTSS008,KTSS013,KTSS001,KTSS017,KTSS018,KTSS019,KTSS016"
KT2025121,Emily Gonzalez,08/28/2013,33 Hoi Yuen Road,KTPS003,"37,33,69,10,14,49,85","21,59,68,0,39,91,45",APP2025121,"KTSS004,KTSS011,KTSS001,KTSS010,KTSS009,KTSS012,KTSS003,KTSS002,KTSS008,KTSS018,KTSS019,KTSS007,KTSS005,KTSS014,KTSS006,KTSS016,KTSS020,KTSS017,KTSS013,KTSS015"
KT2025122,Charlotte Brown,04/06/2013,90 Tsui Ping Rd,KTPS004,"92,80,15,94,4,13,18","47,68,70,56,88,51,17",APP2025122,"KTSS008,KTSS012,KTSS010,KTSS002,KTSS005,KTSS015,KTSS020,KTSS014,KTSS003,KTSS017,KTSS001,KTSS011,KTSS009,KTSS004,KTSS019,KTSS006,KTSS007,KTSS018,KTSS016,KTSS013"
KT2025123,Sophia Jackson,07/08/2013,56 Yau Tong Bay,KTPS011,"29,57,39,67,90,93,25","7,20,28,51,11,84,52",APP2025123,"KTSS020,KTSS002,KTSS001,KTSS016,KTSS008,KTSS011,KTSS015,KTSS005,KTSS003,KTSS009,KTSS019,KTSS004,KTSS014,KTSS013,KTSS007,KTSS006,KTSS017,KTSS010,KTSS018,KTSS012"
KT2025124,Sophia Gonzalez,07/26/2013,9 Lei Yue Mun,KTPS011,"44,37,55,23,52,100,58","53,28,50,31,76,34,17",APP2025124,"KTSS018,KTSS002,KTSS008,KTSS017,KTSS013,KTSS019,KTSS012,KTSS009,KTSS003,KTSS015,KTSS007,KTSS011,KTSS020,KTSS010,KTSS004,KTSS005,KTSS001,KTSS014,KTSS006,KTSS016"
KT2025125,Olivia Moore,09/19/2013,75 Lei Yue Mun,KTPS006,"51,0,52,57,65,54,31","53,99,54,83,83,48,72",APP2025125,"KTSS008,KTSS011,KTSS005,KTSS003,KTSS017,KTSS006,KTSS012,KTSS002,KTSS013,KTSS019,KTSS020,KTSS018,KTSS007,KTSS015,KTSS009,KTSS014,KTSS001,KTSS016,KTSS010,KTSS004"
KT2025126,Benjamin Wilson,03/11/2013,12 Lei Yue Mun,KTPS005,"68,98,9,95,6,15,76","27,87,47,77,18,54,35",APP2025126,"KTSS009,KTSS019,KTSS008,KTSS005,KTSS004,KTSS015,KTSS001,KTSS007,KTSS006,KTSS014,KTSS011,KTSS013,KTSS017,KTSS016,KTSS020,KTSS010,KTSS012,KTSS002,KTSS003,KTSS018"
KT2025127,Charlotte Taylor,05/30/2013,61 Kwun Tong Bypass,KTPS014,"41,14,68,24,79,41,11","74,84,31,31,2,55,96",APP2025127,"KTSS015,KTSS005,KTSS013,KTSS014,KTSS004,KTSS016,KTSS011,KTSS020,KTSS009,KTSS001,KTSS019,KTSS017,KTSS003,KTSS007,KTSS008,KTSS010,KTSS006,KTSS002,KTSS012,KTSS018"
KT2025128,Sarah Wilson,11/29/2013,17 Kwun Tong Rd,KTPS006,"20,42,58,82,12,14,84","37,60,80,74,34,59,24",APP2025128,"KTSS005,KTSS004,KTSS003,KTSS010,KTSS012,KTSS013,KTSS016,KTSS008,KTSS009,KTSS011,KTSS019,KTSS014,KTSS018,KTSS006,KTSS002,KTSS020,KTSS015,KTSS017,KTSS001,KTSS007"
KT2025129,Michael Anderson,04/29/2013,88 Hoi Yuen Road,KTPS014,"31,56,84,18,37,58,85","59,71,79,35,65,85,39",APP2025129,"KTSS007,KTSS008,KTSS017,KTSS016,KTSS003,KTSS009,KTSS001,KTSS004,KTSS020,KTSS006,KTSS002,KTSS015,KTSS014,KTSS012,KTSS010,KTSS013,KTSS005,KTSS011,KTSS019,KTSS018"
KT2025130,Isabella Garcia,10/13/2013,26 Lei Yue Mun,KTPS012,"26,27,84,65,39,25,19","66,43,89,64,97,61,63",APP2025130,"KTSS014,KTSS020,KTSS001,KTSS013,KTSS009,KTSS005,KTSS018,KTSS006,KTSS010,KTSS015,KTSS002,KTSS019,KTSS003,KTSS011,KTSS017,KTSS008,KTSS012,KTSS007,KTSS016,KTSS004"
KT2025131,Ethan Moore,07/14/2013,73 Hoi Yuen Road,KTPS003,"67,3,73,34,4,67,68","55,18,74,64,79,98,16",APP2025131,"KTSS001,KTSS006,KTSS002,KTSS014,KTSS015,KTSS019,KTSS016,KTSS012,KTSS010,KTSS013,KTSS011,KTSS007,KTSS008,KTSS020,KTSS003,KTSS004,KTSS009,KTSS005,KTSS018,KTSS017"
KT2025132,David Jones,09/26/2013,33 Lei Yue Mun,KTPS017,"40,2,58,91,23,23,73","29,32,17,77,21,13,23",APP2025132,"KTSS012,KTSS006,KTSS011,KTSS009,KTSS010,KTSS008,KTSS005,KTSS016,KTSS020,KTSS014,KTSS001,KTSS013,KTSS015,KTSS019,KTSS017,KTSS018,KTSS007,KTSS004,KTSS002,KTSS003"
KT2025133,James Garcia,06/11/2013,15 Kowloon Bay,KTPS003,"18,9,33,29,78,1,56","62,1,28,0,40,53,27",APP2025133,"KTSS009,KTSS020,KTSS012,KTSS016,KTSS008,KTSS010,KTSS004,KTSS006,KTSS014,KTSS001,KTSS002,KTSS011,KTSS018,KTSS005,KTSS007,KTSS003,KTSS019,KTSS015,KTSS017,KTSS013"
KT2025134,Isabella Williams,11/21/2013,22 Kwun Tong Rd,KTPS011,"63,32,98,99,36,73,96","86,26,23,47,78,92,52",APP2025134,"KTSS002,KTSS005,KTSS015,KTSS004,KTSS017,KTSS003,KTSS007,KTSS010,KTSS020,KTSS012,KTSS006,KTSS008,KTSS019,KTSS014,KTSS016,KTSS013,KTSS011,KTSS001,KTSS009,KTSS018"
KT2025135,William Taylor,10/31/2013,21 Ngau Tau Kok Rd,KTPS018,"87,76,37,5,21,94,38","21,68,9,47,85,81,76",APP2025135,"KTSS018,KTSS003,KTSS006,KTSS012,KTSS002,KTSS019,KTSS013,KTSS011,KTSS004,KTSS014,KTSS016,KTSS001,KTSS009,KTSS020,KTSS015,KTSS010,KTSS007,KTSS008,KTSS017,KTSS005"
KT2025136,John Jackson,01/19/2013,76 Lam Tin Road,KTPS017,"70,9,56,35,38,60,0","5,31,41,80,36,52,91",APP2025136,"KTSS016,KTSS002,KTSS014,KTSS010,KTSS007,KTSS004,KTSS013,KTSS003,KTSS019,KTSS009,KTSS006,KTSS011,KTSS020,KTSS012,KTSS018,KTSS015,KTSS001,KTSS017,KTSS008,KTSS005"
KT2025137,Daniel Jones,06/30/2013,40 Sau Mau Ping,KTPS012,"75,14,58,46,42,25,96","53,0,35,9,44,66,20",APP2025137,"KTSS012,KTSS016,KTSS010,KTSS017,KTSS007,KTSS006,KTSS014,KTSS018,KTSS019,KTSS020,KTSS004,KTSS009,KTSS011,KTSS013,KTSS015,KTSS008,KTSS005,KTSS002,KTSS003,KTSS001"
KT2025138,Daniel Miller,02/20/2013,16 Lam Tin Road,KTPS003,"0,43,53,76,5,8,68","14,19,48,96,67,69,18",APP2025138,"KTSS013,KTSS006,KTSS010,KTSS016,KTSS004,KTSS020,KTSS002,KTSS018,KTSS009,KTSS011,KTSS019,KTSS014,KTSS001,KTSS015,KTSS007,KTSS003,KTSS005,KTSS017,KTSS008,KTSS012"
KT2025139,Ethan Lopez,12/29/2013,25 Kowloon Bay,KTPS015,"71,6,99,76,57,47,33","33,74,79,15,14,10,98",APP2025139,"KTSS018,KTSS002,KTSS005,KTSS010,KTSS016,KTSS020,KTSS017,KTSS013,KTSS004,KTSS007,KTSS012,KTSS008,KTSS001,KTSS003,KTSS006,KTSS011,KTSS019,KTSS014,KTSS015,KTSS009"
